"","V1","V2","V3","V4","V5"
"67303",1,1,1,1,1
"67304",0,0,0,0,0
"67305",0,0,0,0,0
"67306",0,0,0,0,0
"67307",0,0,0,0,0
"67308",0,0,0,0,0
"67309",0,0,0,0,0
"67310",1,1,1,1,1
"67311",0,0,0,0,0
"67312",0,0,0,0,0
"67313",1,1,1,1,1
"67314",0,0,0,0,0
"67315",0,0,0,0,0
"67316",1,1,1,1,1
"67317",0,0,0,0,0
"67318",0,0,0,0,0
"67319",0,0,0,0,0
"67320",1,1,1,1,1
"67321",0,0,0,0,0
"67322",0,0,0,0,0
"67323",0,0,0,0,0
"67324",1,1,1,1,1
"67325",0,0,0,0,0
"67326",0,0,0,0,0
"67327",0,0,0,0,0
"67328",0,0,0,0,0
"67329",0,0,0,0,0
"67330",0,0,0,0,0
"67331",0,0,0,0,0
"67332",0,0,0,0,0
"67333",1,1,1,1,1
"67334",0,0,0,0,0
"67335",1,1,1,1,1
"67336",0,0,0,0,0
"67337",1,1,1,1,1
"67338",0,0,0,0,0
"67339",0,0,0,0,0
"67340",0,0,0,0,0
"67341",0,0,0,0,0
"67342",0,0,0,0,0
"67343",0,0,0,0,0
"67344",0,0,0,0,0
"67345",1,1,1,1,1
"67346",1,1,1,1,1
"67347",0,0,0,0,0
"67348",1,1,1,1,1
"67349",0,0,0,0,0
"67350",0,0,0,0,0
"67351",0,0,0,0,0
"67352",0,0,0,0,0
"67353",0,0,0,0,0
"67354",0,0,0,0,0
"67355",0,0,0,0,0
"67356",0,0,0,0,0
"67357",0,0,0,0,0
"67358",0,0,0,0,0
"67359",1,1,1,1,1
"67360",0,0,0,0,0
"67361",0,0,0,0,0
"67362",0,0,0,0,0
"67363",0,0,0,0,0
"67364",1,1,1,1,1
"67365",0,0,0,0,0
"67366",0,0,0,0,0
"67367",0,0,0,0,0
"67368",0,0,0,0,0
"67369",0,0,0,0,0
"67370",0,0,0,0,0
"67371",0,0,0,0,0
"67372",1,1,1,1,1
"67373",0,0,0,0,0
"67374",0,0,0,0,0
"67375",0,0,0,0,0
"67376",0,0,0,0,0
"67377",1,1,1,1,1
"67378",1,1,1,1,1
"67379",1,1,1,1,1
"67380",1,1,1,1,1
"67381",0,0,0,0,0
"67382",1,1,1,1,1
"67383",0,0,0,0,0
"67384",0,0,0,0,0
"67385",1,1,1,1,1
"67386",0,0,0,0,0
"67387",0,0,0,0,0
"67388",0,0,0,0,0
"67389",0,0,0,0,0
"67390",0,0,0,0,0
"67391",1,1,1,1,1
"67392",0,0,0,0,0
"67393",0,0,0,0,0
"67394",0,0,0,0,0
"67395",0,0,0,0,0
"67396",0,0,0,0,0
"67397",0,0,0,0,0
"67398",0,0,0,0,0
"67399",0,0,0,0,0
"67400",0,0,0,0,0
"67401",0,0,0,0,0
"67402",0,0,0,0,0
"67403",0,0,0,0,0
"67404",0,0,0,0,0
"67405",0,0,0,0,0
"67406",0,0,0,0,0
"67407",0,0,0,0,0
"67408",1,1,1,1,1
"67409",0,0,0,0,0
"67410",0,0,0,0,0
"67411",0,0,0,0,0
"67412",0,0,0,0,0
"67413",1,1,1,1,1
"67414",0,0,0,0,0
"67415",1,1,1,1,1
"67416",0,0,0,0,0
"67417",0,0,0,0,0
"67418",0,0,0,0,0
"67419",0,0,0,0,0
"67420",0,0,0,0,0
"67421",1,1,1,1,1
"67422",1,1,1,1,1
"67423",0,0,0,0,0
"67424",1,1,1,1,1
"67425",1,1,1,1,1
"67426",0,0,0,0,0
"67427",0,0,0,0,0
"67428",0,0,0,0,0
"67429",0,0,0,0,0
"67430",0,0,0,0,0
"67431",1,1,1,1,1
"67432",0,0,0,0,0
"67433",1,1,1,1,1
"67434",1,1,1,1,1
"67435",0,0,0,0,0
"67436",1,1,1,1,1
"67437",0,0,0,0,0
"67438",0,0,0,0,0
"67439",1,1,1,1,1
"67440",1,1,1,1,1
"67441",0,0,0,0,0
"67442",1,1,1,1,1
"67443",0,0,0,0,0
"67444",0,0,0,0,0
"67445",0,0,0,0,0
"67446",0,0,0,0,0
"67447",0,0,0,0,0
"67448",0,0,0,0,0
"67449",0,0,0,0,0
"67450",1,1,1,1,1
"67451",1,1,1,1,1
"67452",0,0,0,0,0
"67453",0,0,0,0,0
"67454",1,1,1,1,1
"67455",1,1,1,1,1
"67456",1,1,1,1,1
"67457",1,1,1,1,1
"67458",1,1,1,1,1
"67459",0,0,0,0,0
"67460",0,0,0,0,0
"67461",0,0,0,0,0
"67462",0,0,0,0,0
"67463",0,0,0,0,0
"67464",0,0,0,0,0
"67465",1,1,1,1,1
"67466",1,1,1,1,1
"67467",0,0,0,0,0
"67468",0,0,0,0,0
"67469",0,0,0,0,0
"67470",0,0,0,0,0
"67471",0,0,0,0,0
"67472",0,0,0,0,0
"67473",0,0,0,0,0
"67474",0,0,0,0,0
"67475",1,1,1,1,1
"67476",0,0,0,0,0
"67477",0,0,0,0,0
"67478",0,0,0,0,0
"67479",0,0,0,0,0
"67480",0,0,0,0,0
"67481",0,0,0,0,0
"67482",0,0,0,0,0
"67483",0,0,0,0,0
"67484",1,1,1,1,1
"67485",1,1,1,1,1
"67486",0,0,0,0,0
"67487",0,0,0,0,0
"67488",0,0,0,0,0
"67489",1,1,1,1,1
"67490",0,0,0,0,0
"67491",0,0,0,0,0
"67492",0,0,0,0,0
"67493",0,0,0,0,0
"67494",0,0,0,0,0
"67495",1,1,1,1,1
"67496",1,1,1,1,1
"67497",1,1,1,1,1
"67498",0,0,0,0,0
"67499",1,1,1,1,1
"67500",0,0,0,0,0
"67501",1,1,1,1,1
"67502",0,0,0,0,0
"67503",1,1,1,1,1
"67504",0,0,0,0,0
"67505",0,0,0,0,0
"67506",0,0,0,0,0
"67507",0,0,0,0,0
"67508",1,1,1,1,1
"67509",1,1,1,1,1
"67510",0,0,0,0,0
"67511",1,1,1,1,1
"67512",0,0,0,0,0
"67513",0,0,0,0,0
"67514",1,1,1,1,1
"67515",0,0,0,0,0
"67516",0,0,0,0,0
"67517",1,1,1,1,1
"67518",0,0,0,0,0
"67519",0,0,0,0,0
"67520",1,1,1,1,1
"67521",0,0,0,0,0
"67522",0,0,0,0,0
"67523",1,1,1,1,1
"67524",1,1,1,1,1
"67525",1,1,1,1,1
"67526",0,0,0,0,0
"67527",0,0,0,0,0
"67528",0,0,0,0,0
"67529",1,1,1,1,1
"67530",1,1,1,1,1
"67531",1,1,1,1,1
"67532",0,0,0,0,0
"67533",1,1,1,1,1
"67534",1,1,1,1,1
"67535",0,0,0,0,0
"67536",1,1,1,1,1
"67537",1,1,1,1,1
"67538",0,0,0,0,0
"67539",0,0,0,0,0
"67540",0,0,0,0,0
"67541",1,1,1,1,1
"67542",0,0,0,0,0
"67543",0,0,0,0,0
"67544",1,1,1,1,1
"67545",0,0,0,0,0
"67546",0,0,0,0,0
"67547",0,0,0,0,0
"67548",1,1,1,1,1
"67549",1,1,1,1,1
"67550",1,1,1,1,1
"67551",0,0,0,0,0
"67552",1,1,1,1,1
"67553",1,1,1,1,1
"67554",0,0,0,0,0
"67555",0,0,0,0,0
"67556",0,0,0,0,0
"67557",0,0,0,0,0
"67558",0,0,0,0,0
"67559",1,1,1,1,1
"67560",0,0,0,0,0
"67561",0,0,0,0,0
"67562",0,0,0,0,0
"67563",1,1,1,1,1
"67564",0,0,0,0,0
"67565",1,1,1,1,1
"67566",1,1,1,1,1
"67567",0,0,0,0,0
"67568",0,0,0,0,0
"67569",0,0,0,0,0
"67570",1,1,1,1,1
"67571",1,1,1,1,1
"67572",0,0,0,0,0
"67573",1,1,1,1,1
"67574",0,0,0,0,0
"67575",1,1,1,1,1
"67576",0,0,0,0,0
"67577",1,1,1,1,1
"67578",0,0,0,0,0
"67579",1,1,1,1,1
"67580",0,0,0,0,0
"67581",0,0,0,0,0
"67582",0,0,0,0,0
"67583",0,0,0,0,0
"67584",0,0,0,0,0
"67585",0,0,0,0,0
"67586",0,0,0,0,0
"67587",1,1,1,1,1
"67588",0,0,0,0,0
"67589",1,1,1,1,1
"67590",0,0,0,0,0
"67591",1,1,1,1,1
"67592",0,0,0,0,0
"67593",0,0,0,0,0
"67594",0,0,0,0,0
"67595",0,0,0,0,0
"67596",0,0,0,0,0
"67597",1,1,1,1,1
"67598",1,1,1,1,1
"67599",0,0,0,0,0
"67600",0,0,0,0,0
"67601",0,0,0,0,0
"67602",0,0,0,0,0
"67603",0,0,0,0,0
"67604",0,0,0,0,0
"67605",1,1,1,1,1
"67606",0,0,0,0,0
"67607",0,0,0,0,0
"67608",1,1,1,1,1
"67609",1,1,1,1,1
"67610",1,1,1,1,1
"67611",1,1,1,1,1
"67612",0,0,0,0,0
"67613",1,1,1,1,1
"67614",0,0,0,0,0
"67615",1,1,1,1,1
"67616",1,1,1,1,1
"67617",1,1,1,1,1
"67618",0,0,0,0,0
"67619",0,0,0,0,0
"67620",0,0,0,0,0
"67621",0,0,0,0,0
"67622",1,1,1,1,1
"67623",0,0,0,0,0
"67624",0,0,0,0,0
"67625",0,0,0,0,0
"67626",0,0,0,0,0
"67627",0,0,0,0,0
"67628",0,0,0,0,0
"67629",0,0,0,0,0
"67630",0,0,0,0,0
"67631",0,0,0,0,0
"67632",0,0,0,0,0
"67633",0,0,0,0,0
"67634",0,0,0,0,0
"67635",0,0,0,0,0
"67636",1,1,1,1,1
"67637",0,0,0,0,0
"67638",1,1,1,1,1
"67639",0,0,0,0,0
"67640",0,0,0,0,0
"67641",1,1,1,1,1
"67642",0,0,0,0,0
"67643",0,0,0,0,0
"67644",0,0,0,0,0
"67645",0,0,0,0,0
"67646",0,0,0,0,0
"67647",1,1,1,1,1
"67648",1,1,1,1,1
"67649",1,1,1,1,1
"67650",0,0,0,0,0
"67651",0,0,0,0,0
"67652",1,1,1,1,1
"67653",0,0,0,0,0
"67654",1,1,1,1,1
"67655",0,0,0,0,0
"67656",0,0,0,0,0
"67657",0,0,0,0,0
"67658",0,0,0,0,0
"67659",0,0,0,0,0
"67660",0,0,0,0,0
"67661",1,1,1,1,1
"67662",0,0,0,0,0
"67663",1,1,1,1,1
"67664",0,0,0,0,0
"67665",0,0,0,0,0
"67666",0,0,0,0,0
"67667",1,1,1,1,1
"67668",1,1,1,1,1
"67669",0,0,0,0,0
"67670",1,1,1,1,1
"67671",0,0,0,0,0
"67672",0,0,0,0,0
"67673",0,0,0,0,0
"67674",0,0,0,0,0
"67675",0,0,0,0,0
"67676",0,0,0,0,0
"67677",0,0,0,0,0
"67678",0,0,0,0,0
"67679",0,0,0,0,0
"67680",0,0,0,0,0
"67681",0,0,0,0,0
"67682",1,1,1,1,1
"67683",1,1,1,1,1
"67684",0,0,0,0,0
"67685",0,0,0,0,0
"67686",0,0,0,0,0
"67687",0,0,0,0,0
"67688",1,1,1,1,1
"67689",0,0,0,0,0
"67690",0,0,0,0,0
"67691",0,0,0,0,0
"67692",0,0,0,0,0
"67693",0,0,0,0,0
"67694",0,0,0,0,0
"67695",0,0,0,0,0
"67696",1,1,1,1,1
"67697",0,0,0,0,0
"67698",0,0,0,0,0
"67699",0,0,0,0,0
"67700",0,0,0,0,0
"67701",0,0,0,0,0
"67702",1,1,1,1,1
"67703",1,1,1,1,1
"67704",0,0,0,0,0
"67705",0,0,0,0,0
"67706",0,0,0,0,0
"67707",0,0,0,0,0
"67708",0,0,0,0,0
"67709",0,0,0,0,0
"67710",0,0,0,0,0
"67711",1,1,1,1,1
"67712",1,1,1,1,1
"67713",0,0,0,0,0
"67714",0,0,0,0,0
"67715",1,1,1,1,1
"67716",0,0,0,0,0
"67717",0,0,0,0,0
"67718",0,0,0,0,0
"67719",0,0,0,0,0
"67720",1,1,1,1,1
"67721",0,0,0,0,0
"67722",0,0,0,0,0
"67723",0,0,0,0,0
"67724",0,0,0,0,0
"67725",0,0,0,0,0
"67726",0,0,0,0,0
"67727",0,0,0,0,0
"67728",0,0,0,0,0
"67729",0,0,0,0,0
"67730",0,0,0,0,0
"67731",0,0,0,0,0
"67732",0,0,0,0,0
"67733",1,1,1,1,1
"67734",0,0,0,0,0
"67735",0,0,0,0,0
"67736",1,1,1,1,1
"67737",0,0,0,0,0
"67738",1,1,1,1,1
"67739",0,0,0,0,0
"67740",0,0,0,0,0
"67741",1,1,1,1,1
"67742",0,0,0,0,0
"67743",0,0,0,0,0
"67744",0,0,0,0,0
"67745",0,0,0,0,0
"67746",0,0,0,0,0
"67747",0,0,0,0,0
"67748",0,0,0,0,0
"67749",1,1,1,1,1
"67750",0,0,0,0,0
"67751",1,1,1,1,1
"67752",0,0,0,0,0
"67753",0,0,0,0,0
"67754",0,0,0,0,0
"67755",1,1,1,1,1
"67756",1,1,1,1,1
"67757",0,0,0,0,0
"67758",1,1,1,1,1
"67759",1,1,1,1,1
"67760",1,1,1,1,1
"67761",0,0,0,0,0
"67762",0,0,0,0,0
"67763",0,0,0,0,0
"67764",0,0,0,0,0
"67765",0,0,0,0,0
"67766",0,0,0,0,0
"67767",1,1,1,1,1
"67768",0,0,0,0,0
"67769",0,0,0,0,0
"67770",0,0,0,0,0
"67771",1,1,1,1,1
"67772",0,0,0,0,0
"67773",0,0,0,0,0
"67774",0,0,0,0,0
"67775",0,0,0,0,0
"67776",1,1,1,1,1
"67777",0,0,0,0,0
"67778",0,0,0,0,0
"67779",0,0,0,0,0
"67780",1,1,1,1,1
"67781",1,1,1,1,1
"67782",0,0,0,0,0
"67783",0,0,0,0,0
"67784",0,0,0,0,0
"67785",0,0,0,0,0
"67786",0,0,0,0,0
"67787",0,0,0,0,0
"67788",0,0,0,0,0
"67789",0,0,0,0,0
"67790",0,0,0,0,0
"67791",0,0,0,0,0
"67792",0,0,0,0,0
"67793",0,0,0,0,0
"67794",0,0,0,0,0
"67795",0,0,0,0,0
"67796",0,0,0,0,0
"67797",0,0,0,0,0
"67798",0,0,0,0,0
"67799",1,1,1,1,1
"67800",0,0,0,0,0
"67801",0,0,0,0,0
"67802",0,0,0,0,0
"67803",0,0,0,0,0
"67804",0,0,0,0,0
"67805",0,0,0,0,0
"67806",0,0,0,0,0
"67807",0,0,0,0,0
"67808",0,0,0,0,0
"67809",0,0,0,0,0
"67810",1,1,1,1,1
"67811",0,0,0,0,0
"67812",0,0,0,0,0
"67813",0,0,0,0,0
"67814",1,1,1,1,1
"67815",0,0,0,0,0
"67816",0,0,0,0,0
"67817",0,0,0,0,0
"67818",1,1,1,1,1
"67819",0,0,0,0,0
"67820",0,0,0,0,0
"67821",0,0,0,0,0
"67822",1,1,1,1,1
"67823",1,1,1,1,1
"67824",0,0,0,0,0
"67825",0,0,0,0,0
"67826",0,0,0,0,0
"67827",0,0,0,0,0
"67828",0,0,0,0,0
"67829",1,1,1,1,1
"67830",0,0,0,0,0
"67831",1,1,1,1,1
"67832",0,0,0,0,0
"67833",0,0,0,0,0
"67834",0,0,0,0,0
"67835",0,0,0,0,0
"67836",0,0,0,0,0
"67837",1,1,1,1,1
"67838",1,1,1,1,1
"67839",0,0,0,0,0
"67840",1,1,1,1,1
"67841",1,1,1,1,1
"67842",0,0,0,0,0
"67843",0,0,0,0,0
"67844",0,0,0,0,0
"67845",0,0,0,0,0
"67846",0,0,0,0,0
"67847",1,1,1,1,1
"67848",0,0,0,0,0
"67849",0,0,0,0,0
"67850",0,0,0,0,0
"67851",0,0,0,0,0
"67852",1,1,1,1,1
"67853",0,0,0,0,0
"67854",1,1,1,1,1
"67855",0,0,0,0,0
"67856",1,1,1,1,1
"67857",1,1,1,1,1
"67858",0,0,0,0,0
"67859",0,0,0,0,0
"67860",0,0,0,0,0
"67861",0,0,0,0,0
"67862",0,0,0,0,0
"67863",0,0,0,0,0
"67864",0,0,0,0,0
"67865",1,1,1,1,1
"67866",0,0,0,0,0
"67867",0,0,0,0,0
"67868",0,0,0,0,0
"67869",0,0,0,0,0
"67870",0,0,0,0,0
"67871",0,0,0,0,0
"67872",1,1,1,1,1
"67873",0,0,0,0,0
"67874",1,1,1,1,1
"67875",0,0,0,0,0
"67876",1,1,1,1,1
"67877",0,0,0,0,0
"67878",0,0,0,0,0
"67879",1,1,1,1,1
"67880",0,0,0,0,0
"67881",1,1,1,1,1
"67882",1,1,1,1,1
"67883",0,0,0,0,0
"67884",0,0,0,0,0
"67885",0,0,0,0,0
"67886",0,0,0,0,0
"67887",1,1,1,1,1
"67888",0,0,0,0,0
"67889",0,0,0,0,0
"67890",0,0,0,0,0
"67891",1,1,1,1,1
"67892",0,0,0,0,0
"67893",0,0,0,0,0
"67894",0,0,0,0,0
"67895",1,1,1,1,1
"67896",1,1,1,1,1
"67897",0,0,0,0,0
"67898",0,0,0,0,0
"67899",0,0,0,0,0
"67900",0,0,0,0,0
"67901",0,0,0,0,0
"67902",1,1,1,1,1
"67903",1,1,1,1,1
"67904",0,0,0,0,0
"67905",0,0,0,0,0
"67906",0,0,0,0,0
"67907",0,0,0,0,0
"67908",0,0,0,0,0
"67909",0,0,0,0,0
"67910",1,1,1,1,1
"67911",1,1,1,1,1
"67912",0,0,0,0,0
"67913",0,0,0,0,0
"67914",0,0,0,0,0
"67915",0,0,0,0,0
"67916",0,0,0,0,0
"67917",0,0,0,0,0
"67918",1,1,1,1,1
"67919",0,0,0,0,0
"67920",0,0,0,0,0
"67921",0,0,0,0,0
"67922",0,0,0,0,0
"67923",0,0,0,0,0
"67924",1,1,1,1,1
"67925",0,0,0,0,0
"67926",0,0,0,0,0
"67927",0,0,0,0,0
"67928",0,0,0,0,0
"67929",0,0,0,0,0
"67930",0,0,0,0,0
"67931",0,0,0,0,0
"67932",1,1,1,1,1
"67933",0,0,0,0,0
"67934",0,0,0,0,0
"67935",0,0,0,0,0
"67936",0,0,0,0,0
"67937",0,0,0,0,0
"67938",0,0,0,0,0
"67939",1,1,1,1,1
"67940",0,0,0,0,0
"67941",0,0,0,0,0
"67942",1,1,1,1,1
"67943",0,0,0,0,0
"67944",0,0,0,0,0
"67945",1,1,1,1,1
"67946",0,0,0,0,0
"67947",0,0,0,0,0
"67948",0,0,0,0,0
"67949",0,0,0,0,0
"67950",1,1,1,1,1
"67951",0,0,0,0,0
"67952",1,1,1,1,1
"67953",1,1,1,1,1
"67954",0,0,0,0,0
"67955",0,0,0,0,0
"67956",0,0,0,0,0
"67957",1,1,1,1,1
"67958",0,0,0,0,0
"67959",0,0,0,0,0
"67960",1,1,1,1,1
"67961",0,0,0,0,0
"67962",0,0,0,0,0
"67963",0,0,0,0,0
"67964",0,0,0,0,0
"67965",0,0,0,0,0
"67966",1,1,1,1,1
"67967",0,0,0,0,0
"67968",0,0,0,0,0
"67969",0,0,0,0,0
"67970",0,0,0,0,0
"67971",0,0,0,0,0
"67972",0,0,0,0,0
"67973",0,0,0,0,0
"67974",0,0,0,0,0
"67975",1,1,1,1,1
"67976",0,0,0,0,0
"67977",0,0,0,0,0
"67978",0,0,0,0,0
"67979",1,1,1,1,1
"67980",0,0,0,0,0
"67981",0,0,0,0,0
"67982",0,0,0,0,0
"67983",0,0,0,0,0
"67984",0,0,0,0,0
"67985",0,0,0,0,0
"67986",0,0,0,0,0
"67987",0,0,0,0,0
"67988",0,0,0,0,0
"67989",0,0,0,0,0
"67990",0,0,0,0,0
"67991",1,1,1,1,1
"67992",0,0,0,0,0
"67993",1,1,1,1,1
"67994",0,0,0,0,0
"67995",0,0,0,0,0
"67996",0,0,0,0,0
"67997",0,0,0,0,0
"67998",0,0,0,0,0
"67999",0,0,0,0,0
"68000",0,0,0,0,0
"68001",0,0,0,0,0
"68002",0,0,0,0,0
"68003",1,1,1,1,1
"68004",0,0,0,0,0
"68005",0,0,0,0,0
"68006",0,0,0,0,0
"68007",0,0,0,0,0
"68008",0,0,0,0,0
"68009",1,1,1,1,1
"68010",1,1,1,1,1
"68011",0,0,0,0,0
"68012",0,0,0,0,0
"68013",0,0,0,0,0
"68014",0,0,0,0,0
"68015",1,1,1,1,1
"68016",0,0,0,0,0
"68017",0,0,0,0,0
"68018",0,0,0,0,0
"68019",0,0,0,0,0
"68020",0,0,0,0,0
"68021",1,1,1,1,1
"68022",0,0,0,0,0
"68023",0,0,0,0,0
"68024",0,0,0,0,0
"68025",0,0,0,0,0
"68026",1,1,1,1,1
"68027",0,0,0,0,0
"68028",0,0,0,0,0
"68029",0,0,0,0,0
"68030",1,1,1,1,1
"68031",0,0,0,0,0
"68032",0,0,0,0,0
"68033",1,1,1,1,1
"68034",0,0,0,0,0
"68035",0,0,0,0,0
"68036",0,0,0,0,0
"68037",0,0,0,0,0
"68038",0,0,0,0,0
"68039",0,0,0,0,0
"68040",0,0,0,0,0
"68041",0,0,0,0,0
"68042",0,0,0,0,0
"68043",0,0,0,0,0
"68044",1,1,1,1,1
"68045",1,1,1,1,1
"68046",0,0,0,0,0
"68047",0,0,0,0,0
"68048",0,0,0,0,0
"68049",0,0,0,0,0
"68050",0,0,0,0,0
"68051",0,0,0,0,0
"68052",1,1,1,1,1
"68053",0,0,0,0,0
"68054",1,1,1,1,1
"68055",0,0,0,0,0
"68056",0,0,0,0,0
"68057",0,0,0,0,0
"68058",0,0,0,0,0
"68059",0,0,0,0,0
"68060",1,1,1,1,1
"68061",1,1,1,1,1
"68062",1,1,1,1,1
"68063",1,1,1,1,1
"68064",0,0,0,0,0
"68065",0,0,0,0,0
"68066",1,1,1,1,1
"68067",1,1,1,1,1
"68068",0,0,0,0,0
"68069",0,0,0,0,0
"68070",1,1,1,1,1
"68071",0,0,0,0,0
"68072",0,0,0,0,0
"68073",1,1,1,1,1
"68074",0,0,0,0,0
"68075",0,0,0,0,0
"68076",0,0,0,0,0
"68077",0,0,0,0,0
"68078",0,0,0,0,0
"68079",0,0,0,0,0
"68080",0,0,0,0,0
"68081",0,0,0,0,0
"68082",0,0,0,0,0
"68083",0,0,0,0,0
"68084",1,1,1,1,1
"68085",1,1,1,1,1
"68086",0,0,0,0,0
"68087",0,0,0,0,0
"68088",0,0,0,0,0
"68089",0,0,0,0,0
"68090",0,0,0,0,0
"68091",0,0,0,0,0
"68092",0,0,0,0,0
"68093",0,0,0,0,0
"68094",0,0,0,0,0
"68095",0,0,0,0,0
"68096",0,0,0,0,0
"68097",1,1,1,1,1
"68098",0,0,0,0,0
"68099",0,0,0,0,0
"68100",1,1,1,1,1
"68101",0,0,0,0,0
"68102",1,1,1,1,1
"68103",0,0,0,0,0
"68104",0,0,0,0,0
"68105",0,0,0,0,0
"68106",1,1,1,1,1
"68107",1,1,1,1,1
"68108",0,0,0,0,0
"68109",0,0,0,0,0
"68110",0,0,0,0,0
"68111",0,0,0,0,0
"68112",0,0,0,0,0
"68113",1,1,1,1,1
"68114",1,1,1,1,1
"68115",0,0,0,0,0
"68116",1,1,1,1,1
"68117",0,0,0,0,0
"68118",0,0,0,0,0
"68119",1,1,1,1,1
"68120",1,1,1,1,1
"68121",0,0,0,0,0
"68122",0,0,0,0,0
"68123",1,1,1,1,1
"68124",0,0,0,0,0
"68125",0,0,0,0,0
"68126",0,0,0,0,0
"68127",0,0,0,0,0
"68128",1,1,1,1,1
"68129",1,1,1,1,1
"68130",0,0,0,0,0
"68131",0,0,0,0,0
"68132",0,0,0,0,0
"68133",0,0,0,0,0
"68134",0,0,0,0,0
"68135",1,1,1,1,1
"68136",1,1,1,1,1
"68137",0,0,0,0,0
"68138",0,0,0,0,0
"68139",1,1,1,1,1
"68140",1,1,1,1,1
"68141",1,1,1,1,1
"68142",0,0,0,0,0
"68143",0,0,0,0,0
"68144",0,0,0,0,0
"68145",0,0,0,0,0
"68146",0,0,0,0,0
"68147",1,1,1,1,1
"68148",1,1,1,1,1
"68149",1,1,1,1,1
"68150",0,0,0,0,0
"68151",0,0,0,0,0
"68152",0,0,0,0,0
"68153",1,1,1,1,1
"68154",0,0,0,0,0
"68155",0,0,0,0,0
"68156",0,0,0,0,0
"68157",1,1,1,1,1
"68158",0,0,0,0,0
"68159",0,0,0,0,0
"68160",0,0,0,0,0
"68161",1,1,1,1,1
"68162",0,0,0,0,0
"68163",0,0,0,0,0
"68164",0,0,0,0,0
"68165",0,0,0,0,0
"68166",1,1,1,1,1
"68167",0,0,0,0,0
"68168",1,1,1,1,1
"68169",0,0,0,0,0
"68170",0,0,0,0,0
"68171",0,0,0,0,0
"68172",0,0,0,0,0
"68173",0,0,0,0,0
"68174",0,0,0,0,0
"68175",0,0,0,0,0
"68176",1,1,1,1,1
"68177",1,1,1,1,1
"68178",0,0,0,0,0
"68179",1,1,1,1,1
"68180",0,0,0,0,0
"68181",1,1,1,1,1
"68182",0,0,0,0,0
"68183",0,0,0,0,0
"68184",1,1,1,1,1
"68185",0,0,0,0,0
"68186",0,0,0,0,0
"68187",0,0,0,0,0
"68188",0,0,0,0,0
"68189",0,0,0,0,0
"68190",0,0,0,0,0
"68191",1,1,1,1,1
"68192",0,0,0,0,0
"68193",0,0,0,0,0
"68194",1,1,1,1,1
"68195",0,0,0,0,0
"68196",0,0,0,0,0
"68197",1,1,1,1,1
"68198",0,0,0,0,0
"68199",0,0,0,0,0
"68200",0,0,0,0,0
"68201",1,1,1,1,1
"68202",1,1,1,1,1
"68203",1,1,1,1,1
"68204",0,0,0,0,0
"68205",0,0,0,0,0
"68206",0,0,0,0,0
"68207",0,0,0,0,0
"68208",0,0,0,0,0
"68209",0,0,0,0,0
"68210",0,0,0,0,0
"68211",0,0,0,0,0
"68212",1,1,1,1,1
"68213",1,1,1,1,1
"68214",0,0,0,0,0
"68215",1,1,1,1,1
"68216",1,1,1,1,1
"68217",0,0,0,0,0
"68218",0,0,0,0,0
"68219",1,1,1,1,1
"68220",0,0,0,0,0
"68221",0,0,0,0,0
"68222",1,1,1,1,1
"68223",0,0,0,0,0
"68224",0,0,0,0,0
"68225",1,1,1,1,1
"68226",1,1,1,1,1
"68227",0,0,0,0,0
"68228",0,0,0,0,0
"68229",1,1,1,1,1
"68230",0,0,0,0,0
"68231",0,0,0,0,0
"68232",1,1,1,1,1
"68233",0,0,0,0,0
"68234",0,0,0,0,0
"68235",1,1,1,1,1
"68236",0,0,0,0,0
"68237",0,0,0,0,0
"68238",0,0,0,0,0
"68239",1,1,1,1,1
"68240",1,1,1,1,1
"68241",1,1,1,1,1
"68242",1,1,1,1,1
"68243",0,0,0,0,0
"68244",1,1,1,1,1
"68245",1,1,1,1,1
"68246",0,0,0,0,0
"68247",0,0,0,0,0
"68248",0,0,0,0,0
"68249",0,0,0,0,0
"68250",0,0,0,0,0
"68251",0,0,0,0,0
"68252",0,0,0,0,0
"68253",1,1,1,1,1
"68254",0,0,0,0,0
"68255",1,1,1,1,1
"68256",1,1,1,1,1
"68257",0,0,0,0,0
"68258",1,1,1,1,1
"68259",0,0,0,0,0
"68260",0,0,0,0,0
"68261",0,0,0,0,0
"68262",1,1,1,1,1
"68263",0,0,0,0,0
"68264",0,0,0,0,0
"68265",0,0,0,0,0
"68266",0,0,0,0,0
"68267",0,0,0,0,0
"68268",0,0,0,0,0
"68269",1,1,1,1,1
"68270",1,1,1,1,1
"68271",0,0,0,0,0
"68272",0,0,0,0,0
"68273",0,0,0,0,0
"68274",0,0,0,0,0
"68275",1,1,1,1,1
"68276",0,0,0,0,0
"68277",0,0,0,0,0
"68278",0,0,0,0,0
"68279",0,0,0,0,0
"68280",1,1,1,1,1
"68281",1,1,1,1,1
"68282",0,0,0,0,0
"68283",0,0,0,0,0
"68284",0,0,0,0,0
"68285",0,0,0,0,0
"68286",0,0,0,0,0
"68287",0,0,0,0,0
"68288",0,0,0,0,0
"68289",1,1,1,1,1
"68290",1,1,1,1,1
"68291",1,1,1,1,1
"68292",0,0,0,0,0
"68293",0,0,0,0,0
"68294",0,0,0,0,0
"68295",0,0,0,0,0
"68296",0,0,0,0,0
"68297",0,0,0,0,0
"68298",1,1,1,1,1
"68299",0,0,0,0,0
"68300",1,1,1,1,1
